Location,SMM,SMMRace,SMMPercent,RiskFactor1,AgeRace,Ageover35Percent,RiskFactor2,BleedingDisorderRace,BleedingDisorderPercent,RiskFactor3,AsthmaRace,AsthmaPercent,RiskFactor4,PreclampsiaRace,PreclampsiaPercent,RiskFactor5,DiabetesRace,DiabetesPercent,RiskFactor6,Race,Percent,RiskFactor7,PretermRace,PretermPercent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cleveland-Elyria_OH,SMM_Rate_per_10000,Hispanic,NA,Age_>=_35_at_Delivery_per_100,Hispanic,NA,Bleeding_Disorder,Hispanic,NA,Asthma_per_100,Hispanic,NA,,Hispanic,NA,,Hispanic,NA,Cardiac_Disease_per_231,Hispanic,NA,Current_Birth_Preterm_per_231,Hispanic,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas_City_MO-KS,SMM_Rate_per_10000,Hispanic,NA,Age_>=_35_at_Delivery_per_100,Hispanic,NA,Bleeding_Disorder,Hispanic,NA,Asthma_per_100,Hispanic,NA,,Hispanic,NA,,Hispanic,NA,Cardiac_Disease_per_232,Hispanic,NA,Current_Birth_Preterm_per_232,Hispanic,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Las_Vegas-Henderson-Paradise_NV,SMM_Rate_per_10000,Hispanic,NA,Age_>=_35_at_Delivery_per_100,Hispanic,12.8,Bleeding_Disorder,Hispanic,0.9,Asthma_per_100,Hispanic,3.7,,Hispanic,5.5,,Hispanic,2,Cardiac_Disease_per_233,Hispanic,0,Current_Birth_Preterm_per_233,Hispanic,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Columbus_OH,SMM_Rate_per_10000,Hispanic,NA,Age_>=_35_at_Delivery_per_100,Hispanic,NA,Bleeding_Disorder,Hispanic,NA,Asthma_per_100,Hispanic,NA,,Hispanic,NA,,Hispanic,NA,Cardiac_Disease_per_234,Hispanic,NA,Current_Birth_Preterm_per_234,Hispanic,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indianapolis-Carmel-Anderson_IN,SMM_Rate_per_10000,Hispanic,NA,Age_>=_35_at_Delivery_per_100,Hispanic,NA,Bleeding_Disorder,Hispanic,NA,Asthma_per_100,Hispanic,NA,,Hispanic,NA,,Hispanic,NA,Cardiac_Disease_per_235,Hispanic,NA,Current_Birth_Preterm_per_235,Hispanic,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San_Jose-Sunnyvale-Santa_Clara_CA,SMM_Rate_per_10000,Hispanic,128,Age_>=_35_at_Delivery_per_100,Hispanic,25.5,Bleeding_Disorder,Hispanic,2.1,Asthma_per_100,Hispanic,3.7,,Hispanic,10,,Hispanic,1.3,Cardiac_Disease_per_236,Hispanic,1.2,Current_Birth_Preterm_per_236,Hispanic,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austin-Round_Rock_TX,SMM_Rate_per_10000,Hispanic,97,Age_>=_35_at_Delivery_per_100,Hispanic,18.6,Bleeding_Disorder,Hispanic,1.3,Asthma_per_100,Hispanic,4.3,,Hispanic,11.6,,Hispanic,1.6,Cardiac_Disease_per_237,Hispanic,0.6,Current_Birth_Preterm_per_237,Hispanic,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia_Beach-Norfolk-Newport_News_VA-NC,SMM_Rate_per_10000,Hispanic,NA,Age_>=_35_at_Delivery_per_100,Hispanic,NA,Bleeding_Disorder,Hispanic,NA,Asthma_per_100,Hispanic,NA,,Hispanic,NA,,Hispanic,NA,Cardiac_Disease_per_238,Hispanic,NA,Current_Birth_Preterm_per_238,Hispanic,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nashville-Davidson--Murfreesboro--Franklin_TN,SMM_Rate_per_10000,Hispanic,NA,Age_>=_35_at_Delivery_per_100,Hispanic,NA,Bleeding_Disorder,Hispanic,NA,Asthma_per_100,Hispanic,NA,,Hispanic,NA,,Hispanic,NA,Cardiac_Disease_per_239,Hispanic,NA,Current_Birth_Preterm_per_239,Hispanic,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Providence-Warwick_RI-MA,SMM_Rate_per_10000,Hispanic,94,Age_>=_35_at_Delivery_per_100,Hispanic,31.8,Bleeding_Disorder,Hispanic,3.7,Asthma_per_100,Hispanic,2.8,,Hispanic,13.1,,Hispanic,0.9,Cardiac_Disease_per_240,Hispanic,0.9,Current_Birth_Preterm_per_240,Hispanic,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milwaukee-Waukesha-West_Allis_WI,SMM_Rate_per_10000,Hispanic,NA,Age_>=_35_at_Delivery_per_100,Hispanic,26.4,Bleeding_Disorder,Hispanic,0,Asthma_per_100,Hispanic,9.1,,Hispanic,12.4,,Hispanic,1.7,Cardiac_Disease_per_241,Hispanic,2.5,Current_Birth_Preterm_per_241,Hispanic,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jacksonville_FL,SMM_Rate_per_10000,Hispanic,NA,Age_>=_35_at_Delivery_per_100,Hispanic,NA,Bleeding_Disorder,Hispanic,NA,Asthma_per_100,Hispanic,NA,,Hispanic,NA,,Hispanic,NA,Cardiac_Disease_per_242,Hispanic,NA,Current_Birth_Preterm_per_242,Hispanic,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Memphis_TN-MS-AR,SMM_Rate_per_10000,Hispanic,NA,Age_>=_35_at_Delivery_per_100,Hispanic,NA,Bleeding_Disorder,Hispanic,NA,Asthma_per_100,Hispanic,NA,,Hispanic,NA,,Hispanic,NA,Cardiac_Disease_per_243,Hispanic,NA,Current_Birth_Preterm_per_243,Hispanic,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma_City_OK,SMM_Rate_per_10000,Hispanic,NA,Age_>=_35_at_Delivery_per_100,Hispanic,11.9,Bleeding_Disorder,Hispanic,2.9,Asthma_per_100,Hispanic,5.8,,Hispanic,14.4,,Hispanic,4.9,Cardiac_Disease_per_244,Hispanic,0,Current_Birth_Preterm_per_244,Hispanic,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisville/Jefferson_County_KY-IN,SMM_Rate_per_10000,Hispanic,NA,Age_>=_35_at_Delivery_per_100,Hispanic,NA,Bleeding_Disorder,Hispanic,NA,Asthma_per_100,Hispanic,NA,,Hispanic,NA,,Hispanic,NA,Cardiac_Disease_per_245,Hispanic,NA,Current_Birth_Preterm_per_245,Hispanic,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hartford-West_Hartford-East_Hartford_CT,SMM_Rate_per_10000,Hispanic,NA,Age_>=_35_at_Delivery_per_100,Hispanic,23.1,Bleeding_Disorder,Hispanic,0,Asthma_per_100,Hispanic,13.8,,Hispanic,8.5,,Hispanic,0,Cardiac_Disease_per_246,Hispanic,1.5,Current_Birth_Preterm_per_246,Hispanic,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richmond_VA,SMM_Rate_per_10000,Hispanic,NA,Age_>=_35_at_Delivery_per_100,Hispanic,NA,Bleeding_Disorder,Hispanic,NA,Asthma_per_100,Hispanic,NA,,Hispanic,NA,,Hispanic,NA,Cardiac_Disease_per_247,Hispanic,NA,Current_Birth_Preterm_per_247,Hispanic,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New_Orleans-Metairie_LA,SMM_Rate_per_10000,Hispanic,NA,Age_>=_35_at_Delivery_per_100,Hispanic,NA,Bleeding_Disorder,Hispanic,NA,Asthma_per_100,Hispanic,NA,,Hispanic,NA,,Hispanic,NA,Cardiac_Disease_per_248,Hispanic,NA,Current_Birth_Preterm_per_248,Hispanic,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buffalo-Cheektowaga-Niagara_Falls_NY,SMM_Rate_per_10000,Hispanic,NA,Age_>=_35_at_Delivery_per_100,Hispanic,NA,Bleeding_Disorder,Hispanic,NA,Asthma_per_100,Hispanic,NA,,Hispanic,NA,,Hispanic,NA,Cardiac_Disease_per_249,Hispanic,NA,Current_Birth_Preterm_per_249,Hispanic,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raleigh_NC,SMM_Rate_per_10000,Hispanic,NA,Age_>=_35_at_Delivery_per_100,Hispanic,NA,Bleeding_Disorder,Hispanic,NA,Asthma_per_100,Hispanic,NA,,Hispanic,NA,,Hispanic,NA,Cardiac_Disease_per_250,Hispanic,NA,Current_Birth_Preterm_per_250,Hispanic,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birmingham-Hoover_AL,SMM_Rate_per_10000,Hispanic,NA,Age_>=_35_at_Delivery_per_100,Hispanic,NA,Bleeding_Disorder,Hispanic,NA,Asthma_per_100,Hispanic,NA,,Hispanic,NA,,Hispanic,NA,Cardiac_Disease_per_251,Hispanic,NA,Current_Birth_Preterm_per_251,Hispanic,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salt_Lake_City_UT,SMM_Rate_per_10000,Hispanic,NA,Age_>=_35_at_Delivery_per_100,Hispanic,NA,Bleeding_Disorder,Hispanic,NA,Asthma_per_100,Hispanic,NA,,Hispanic,NA,,Hispanic,NA,Cardiac_Disease_per_252,Hispanic,NA,Current_Birth_Preterm_per_252,Hispanic,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
National,SMM_Rate_per_10000,White,64,Age_>=_35_at_Delivery_per_100,White,21.7,Bleeding_Disorder,White,2.5,Asthma_per_100,White,4.9,,White,10.3,,White,1.3,Cardiac_Disease_per_253,White,1.2,Current_Birth_Preterm_per_253,White,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New_York-Newark-Jersey_City_NY-NJ-PA,SMM_Rate_per_10000,White,76,Age_>=_35_at_Delivery_per_100,White,37.3,Bleeding_Disorder,White,3.6,Asthma_per_100,White,5.1,,White,7.3,,White,0.9,Cardiac_Disease_per_254,White,1.4,Current_Birth_Preterm_per_254,White,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los_Angeles-Long_Beach-Anaheim_CA,SMM_Rate_per_10000,White,83,Age_>=_35_at_Delivery_per_100,White,45.6,Bleeding_Disorder,White,3,Asthma_per_100,White,5.1,,White,7,,White,0.7,Cardiac_Disease_per_255,White,1.2,Current_Birth_Preterm_per_255,White,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicago-Naperville-Elgin_IL-IN-WI,SMM_Rate_per_10000,White,60,Age_>=_35_at_Delivery_per_100,White,30.6,Bleeding_Disorder,White,3,Asthma_per_100,White,5.6,,White,8.5,,White,1.1,Cardiac_Disease_per_256,White,1.2,Current_Birth_Preterm_per_256,White,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dallas-Fort_Worth-Arlington_TX,SMM_Rate_per_10000,White,70,Age_>=_35_at_Delivery_per_100,White,23.4,Bleeding_Disorder,White,2.4,Asthma_per_100,White,5,,White,9.3,,White,1.3,Cardiac_Disease_per_257,White,1,Current_Birth_Preterm_per_257,White,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philadelphia-Camden-Wilmington_PA-NJ-DE-MD,SMM_Rate_per_10000,White,65,Age_>=_35_at_Delivery_per_100,White,28.2,Bleeding_Disorder,White,3.6,Asthma_per_100,White,6.6,,White,12,,White,1,Cardiac_Disease_per_258,White,1.5,Current_Birth_Preterm_per_258,White,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Houston-The_Woodlands-Sugar_Land_TX,SMM_Rate_per_10000,White,69,Age_>=_35_at_Delivery_per_100,White,24.6,Bleeding_Disorder,White,2.3,Asthma_per_100,White,3.8,,White,10.5,,White,1.1,Cardiac_Disease_per_259,White,1,Current_Birth_Preterm_per_259,White,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington-Arlington-Alexandria_DC-VA-MD-WV,SMM_Rate_per_10000,White,63,Age_>=_35_at_Delivery_per_100,White,35.5,Bleeding_Disorder,White,3.2,Asthma_per_100,White,4.9,,White,8.1,,White,0.9,Cardiac_Disease_per_260,White,1.3,Current_Birth_Preterm_per_260,White,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miami-Fort_Lauderdale-West_Palm_Beach_FL,SMM_Rate_per_10000,White,66,Age_>=_35_at_Delivery_per_100,White,32.9,Bleeding_Disorder,White,1.9,Asthma_per_100,White,2.3,,White,6.1,,White,0.6,Cardiac_Disease_per_261,White,0.7,Current_Birth_Preterm_per_261,White,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlanta-Sandy_Springs-Roswell_GA,SMM_Rate_per_10000,White,70,Age_>=_35_at_Delivery_per_100,White,24.7,Bleeding_Disorder,White,3.2,Asthma_per_100,White,4.9,,White,10.8,,White,1.3,Cardiac_Disease_per_262,White,1.1,Current_Birth_Preterm_per_262,White,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boston-Cambridge-Newton_MA-NH,SMM_Rate_per_10000,White,87,Age_>=_35_at_Delivery_per_100,White,34.1,Bleeding_Disorder,White,3,Asthma_per_100,White,5.7,,White,9.7,,White,0.9,Cardiac_Disease_per_263,White,1.2,Current_Birth_Preterm_per_263,White,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San_Francisco-Oakland-Hayward_CA,SMM_Rate_per_10000,White,92,Age_>=_35_at_Delivery_per_100,White,46.6,Bleeding_Disorder,White,3.6,Asthma_per_100,White,7.1,,White,8.3,,White,0.8,Cardiac_Disease_per_264,White,1.8,Current_Birth_Preterm_per_264,White,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Detroit-Warren-Dearborn_MI,SMM_Rate_per_10000,White,80,Age_>=_35_at_Delivery_per_100,White,22.6,Bleeding_Disorder,White,2.9,Asthma_per_100,White,6.8,,White,10.8,,White,1.1,Cardiac_Disease_per_265,White,1.3,Current_Birth_Preterm_per_265,White,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside-San_Bernardino-Ontario_CA,SMM_Rate_per_10000,White,89,Age_>=_35_at_Delivery_per_100,White,23.4,Bleeding_Disorder,White,2,Asthma_per_100,White,4.5,,White,7.5,,White,1.2,Cardiac_Disease_per_266,White,0.9,Current_Birth_Preterm_per_266,White,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phoenix-Mesa-Scottsdale_AZ,SMM_Rate_per_10000,White,72,Age_>=_35_at_Delivery_per_100,White,23,Bleeding_Disorder,White,1.8,Asthma_per_100,White,4.9,,White,8.4,,White,1.5,Cardiac_Disease_per_267,White,1.1,Current_Birth_Preterm_per_267,White,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seattle-Tacoma-Bellevue_WA,SMM_Rate_per_10000,White,73,Age_>=_35_at_Delivery_per_100,White,31.4,Bleeding_Disorder,White,3.1,Asthma_per_100,White,5.4,,White,8.8,,White,1.3,Cardiac_Disease_per_268,White,1.1,Current_Birth_Preterm_per_268,White,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis-St._Paul-Bloomington_MN-WI,SMM_Rate_per_10000,White,92,Age_>=_35_at_Delivery_per_100,White,25,Bleeding_Disorder,White,2.8,Asthma_per_100,White,6.4,,White,9.8,,White,1,Cardiac_Disease_per_269,White,1.1,Current_Birth_Preterm_per_269,White,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San_Diego-Carlsbad_CA,SMM_Rate_per_10000,White,74,Age_>=_35_at_Delivery_per_100,White,38.3,Bleeding_Disorder,White,2.7,Asthma_per_100,White,4.9,,White,6,,White,1,Cardiac_Disease_per_270,White,1.1,Current_Birth_Preterm_per_270,White,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St._Louis_MO-IL,SMM_Rate_per_10000,White,42,Age_>=_35_at_Delivery_per_100,White,20.4,Bleeding_Disorder,White,2.4,Asthma_per_100,White,5.1,,White,11.1,,White,1.1,Cardiac_Disease_per_271,White,1.4,Current_Birth_Preterm_per_271,White,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tampa-St._Petersburg-Clearwater_FL,SMM_Rate_per_10000,White,79,Age_>=_35_at_Delivery_per_100,White,26.4,Bleeding_Disorder,White,3.1,Asthma_per_100,White,5,,White,9.7,,White,1.2,Cardiac_Disease_per_272,White,1.5,Current_Birth_Preterm_per_272,White,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baltimore-Columbia-Towson_MD,SMM_Rate_per_10000,White,51,Age_>=_35_at_Delivery_per_100,White,27.7,Bleeding_Disorder,White,2.8,Asthma_per_100,White,9.5,,White,10.6,,White,1.4,Cardiac_Disease_per_273,White,2.1,Current_Birth_Preterm_per_273,White,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver-Aurora-Lakewood_CO,SMM_Rate_per_10000,White,81,Age_>=_35_at_Delivery_per_100,White,30.4,Bleeding_Disorder,White,2.9,Asthma_per_100,White,5.9,,White,11.3,,White,0.9,Cardiac_Disease_per_274,White,1,Current_Birth_Preterm_per_274,White,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pittsburgh_PA,SMM_Rate_per_10000,White,57,Age_>=_35_at_Delivery_per_100,White,22.2,Bleeding_Disorder,White,2.3,Asthma_per_100,White,6.4,,White,8.1,,White,0.9,Cardiac_Disease_per_275,White,0.8,Current_Birth_Preterm_per_275,White,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portland-Vancouver-Hillsboro_OR-WA,SMM_Rate_per_10000,White,53,Age_>=_35_at_Delivery_per_100,White,27.5,Bleeding_Disorder,White,2.8,Asthma_per_100,White,7,,White,12,,White,1.2,Cardiac_Disease_per_276,White,1.3,Current_Birth_Preterm_per_276,White,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Concord-Gastonia_NC-SC,SMM_Rate_per_10000,White,65,Age_>=_35_at_Delivery_per_100,White,23.9,Bleeding_Disorder,White,3.1,Asthma_per_100,White,4.7,,White,10.8,,White,2,Cardiac_Disease_per_277,White,1.3,Current_Birth_Preterm_per_277,White,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sacramento--Roseville--Arden-Arcade_CA,SMM_Rate_per_10000,White,82,Age_>=_35_at_Delivery_per_100,White,28.6,Bleeding_Disorder,White,2.8,Asthma_per_100,White,6.6,,White,6.7,,White,0.9,Cardiac_Disease_per_278,White,1.2,Current_Birth_Preterm_per_278,White,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San_Antonio-New_Braunfels_TX,SMM_Rate_per_10000,White,77,Age_>=_35_at_Delivery_per_100,White,24.6,Bleeding_Disorder,White,1.6,Asthma_per_100,White,3.7,,White,9.8,,White,1.1,Cardiac_Disease_per_279,White,0.7,Current_Birth_Preterm_per_279,White,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orlando-Kissimmee-Sanford_FL,SMM_Rate_per_10000,White,59,Age_>=_35_at_Delivery_per_100,White,26.7,Bleeding_Disorder,White,2.5,Asthma_per_100,White,3.9,,White,9.8,,White,1,Cardiac_Disease_per_280,White,1.4,Current_Birth_Preterm_per_280,White,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cincinnati_OH-KY-IN,SMM_Rate_per_10000,White,53,Age_>=_35_at_Delivery_per_100,White,19.8,Bleeding_Disorder,White,3.5,Asthma_per_100,White,5.2,,White,10.5,,White,1.4,Cardiac_Disease_per_281,White,1.2,Current_Birth_Preterm_per_281,White,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cleveland-Elyria_OH,SMM_Rate_per_10000,White,119,Age_>=_35_at_Delivery_per_100,White,23,Bleeding_Disorder,White,3.2,Asthma_per_100,White,4.9,,White,10.7,,White,1.1,Cardiac_Disease_per_282,White,1.8,Current_Birth_Preterm_per_282,White,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas_City_MO-KS,SMM_Rate_per_10000,White,66,Age_>=_35_at_Delivery_per_100,White,19.8,Bleeding_Disorder,White,2.5,Asthma_per_100,White,4.4,,White,10.4,,White,1.1,Cardiac_Disease_per_283,White,1.1,Current_Birth_Preterm_per_283,White,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Las_Vegas-Henderson-Paradise_NV,SMM_Rate_per_10000,White,28,Age_>=_35_at_Delivery_per_100,White,24.5,Bleeding_Disorder,White,1.7,Asthma_per_100,White,4.1,,White,8.1,,White,1.2,Cardiac_Disease_per_284,White,0.9,Current_Birth_Preterm_per_284,White,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Columbus_OH,SMM_Rate_per_10000,White,47,Age_>=_35_at_Delivery_per_100,White,21,Bleeding_Disorder,White,1.8,Asthma_per_100,White,4.5,,White,10,,White,1.2,Cardiac_Disease_per_285,White,0.9,Current_Birth_Preterm_per_285,White,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indianapolis-Carmel-Anderson_IN,SMM_Rate_per_10000,White,33,Age_>=_35_at_Delivery_per_100,White,19.3,Bleeding_Disorder,White,2.7,Asthma_per_100,White,5,,White,11.7,,White,1.3,Cardiac_Disease_per_286,White,0.8,Current_Birth_Preterm_per_286,White,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San_Jose-Sunnyvale-Santa_Clara_CA,SMM_Rate_per_10000,White,69,Age_>=_35_at_Delivery_per_100,White,46.1,Bleeding_Disorder,White,3.7,Asthma_per_100,White,3.2,,White,8.5,,White,1.3,Cardiac_Disease_per_287,White,1.2,Current_Birth_Preterm_per_287,White,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austin-Round_Rock_TX,SMM_Rate_per_10000,White,78,Age_>=_35_at_Delivery_per_100,White,30.5,Bleeding_Disorder,White,2.3,Asthma_per_100,White,4.5,,White,9.8,,White,1.3,Cardiac_Disease_per_288,White,0.7,Current_Birth_Preterm_per_288,White,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia_Beach-Norfolk-Newport_News_VA-NC,SMM_Rate_per_10000,White,40,Age_>=_35_at_Delivery_per_100,White,22.2,Bleeding_Disorder,White,1.7,Asthma_per_100,White,7.2,,White,9.5,,White,1.6,Cardiac_Disease_per_289,White,1.3,Current_Birth_Preterm_per_289,White,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nashville-Davidson--Murfreesboro--Franklin_TN,SMM_Rate_per_10000,White,56,Age_>=_35_at_Delivery_per_100,White,21.3,Bleeding_Disorder,White,2.5,Asthma_per_100,White,3.9,,White,10.3,,White,1.3,Cardiac_Disease_per_290,White,1.4,Current_Birth_Preterm_per_290,White,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Providence-Warwick_RI-MA,SMM_Rate_per_10000,White,66,Age_>=_35_at_Delivery_per_100,White,26.1,Bleeding_Disorder,White,3.1,Asthma_per_100,White,5.9,,White,9.7,,White,1.3,Cardiac_Disease_per_291,White,1.1,Current_Birth_Preterm_per_291,White,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milwaukee-Waukesha-West_Allis_WI,SMM_Rate_per_10000,White,31,Age_>=_35_at_Delivery_per_100,White,24.8,Bleeding_Disorder,White,2.3,Asthma_per_100,White,9.5,,White,9.3,,White,0.8,Cardiac_Disease_per_292,White,1.3,Current_Birth_Preterm_per_292,White,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jacksonville_FL,SMM_Rate_per_10000,White,51,Age_>=_35_at_Delivery_per_100,White,22,Bleeding_Disorder,White,2.2,Asthma_per_100,White,2.6,,White,10.8,,White,1.2,Cardiac_Disease_per_293,White,0.8,Current_Birth_Preterm_per_293,White,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Memphis_TN-MS-AR,SMM_Rate_per_10000,White,49,Age_>=_35_at_Delivery_per_100,White,19.7,Bleeding_Disorder,White,1.8,Asthma_per_100,White,1.3,,White,10.8,,White,1.3,Cardiac_Disease_per_294,White,1,Current_Birth_Preterm_per_294,White,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma_City_OK,SMM_Rate_per_10000,White,48,Age_>=_35_at_Delivery_per_100,White,17.5,Bleeding_Disorder,White,1.9,Asthma_per_100,White,4.7,,White,12.1,,White,1.4,Cardiac_Disease_per_295,White,1,Current_Birth_Preterm_per_295,White,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisville/Jefferson_County_KY-IN,SMM_Rate_per_10000,White,77,Age_>=_35_at_Delivery_per_100,White,17.5,Bleeding_Disorder,White,3.1,Asthma_per_100,White,7.5,,White,10,,White,1.3,Cardiac_Disease_per_296,White,1.4,Current_Birth_Preterm_per_296,White,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hartford-West_Hartford-East_Hartford_CT,SMM_Rate_per_10000,White,71,Age_>=_35_at_Delivery_per_100,White,28,Bleeding_Disorder,White,3,Asthma_per_100,White,8.7,,White,10.9,,White,0.7,Cardiac_Disease_per_297,White,1.7,Current_Birth_Preterm_per_297,White,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richmond_VA,SMM_Rate_per_10000,White,55,Age_>=_35_at_Delivery_per_100,White,24.4,Bleeding_Disorder,White,2.4,Asthma_per_100,White,5.5,,White,13.2,,White,1.5,Cardiac_Disease_per_298,White,0.9,Current_Birth_Preterm_per_298,White,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
